question_unique_id	answer_json			
c4b9448e961c4cf7a71f218e7d038911	[["太阳刚出来时清凉而略带寒意，到了中午时，热得如同把手伸到热水里去，这不是近的时候就感觉热，而远的时候就感觉凉的道理吗？"]]			
9066a9f0020f4365970f5bae496a6305	[["反问句。不赞同。学问是无穷尽的，需要不断地学习，大学问家也有不懂的时候，也需要学习。"]]			
165e398b6d934876977e7ff29a078630	[["说明了人都应该谦虚谨慎，同时也说明人都应该不断地学习。"]]			
0c96291309fa4b76b279db99e1edbb4b	[["她每天夜晚，偷偷从水缸里捞出一部分鳝鱼，把它们从后窗扔进河中。"]]			
67b9e197331c4a429266d799cd340927	[["等高怀中拆除灶台时，发现灶台下面有洞，无数条活鳝鱼在洞中，就把它们全部放回河里。"]]			
b8696d2478a646d7b40ab0fd5c9cd736	[["当我们受到别人的帮助时要懂得知恩图报，感恩别人。"]]			
f029b93e3ed54630b3a420c8f94acf3d	[["居然有人赞美她的歌声。"],["没想到当年听她唱歌的老人两耳失聪。"]]			
06fed2861e5f4949aa47b5e288d2b27c	[["因为老人怕小女孩知道他听不见后心灵再次受到伤害。"]]			
38bbbb27a49b4fc2bee5eae103051fe3	[["画线句是对老人的神态描写，表现出老人在听小女孩唱歌时专注的样子，老人之所以这样做是为了鼓励小女孩，表现了老人甘愿成就他人的美好心灵。"]]			
d8cd2aabd915475bbd842b1133219451	[["老人想通过自己的赞美来鼓励小女孩，让小女孩重拾对唱歌的勇气和信心。"]]			
fb5cd3ba892441339b7cda5cdde0ed75	[["因为老人不是用耳朵在听，而是用心在听，用爱在听。"]]			
836b160a697341839f884f1c77bd4b4a	[["这篇文章写了「我」的朋友在失去右手后仍能坦然面对生活的故事。"]]			
b388971bd72346049bfed816cccf9562	[["「我」为了不让朋友感到难堪，特意在大热天家着长袖衫去见朋友。"]]			
cdcfae9a10c841cba6cd1d2e7448004f	[["是因为朋友看到别人在遭遇不幸后仍能笑着面对生活，而发现白己除了失去右手还拥有很多，与那些不幸的人相比幸福多了。"]]			
81abc7cda22840cc9ec73b5592bd5abb	[["人生不可能一帆风顺，在遭遇不幸后，只有积极乐观、顽强不屈地去面对生活，才能赢得幸福的生活。"]]			
6b711a9928664344ab66898cf335fe27	[["黄雀伸长脖子想要啄食螳螂，却不知道有个人举着弹弓在树下。"]]			
c7887b91d2994a89a2f7a91bcb57b992	[["这三个家伙都极力想得到它们眼前的利益，却没有考虑它们身后有隐伏的祸患。"]]			
b9b33f060a924e6189ccdb4229819c16	[["我们在考虑问题、处理事情时，要深思熟虑、考虑事情的后果，不要只看眼前利益，而不顾后患。"]]			
1d4dda82ead34eaab9c830e9f21a4f98	[["齐国人本来就善于偷盗吗？"]]			
a8cee9bdeaac478995bd75ac692918e0	[["难道是楚国的水土让老百姓变得善于偷盗了吗？"]]			
78893337d58444129dbd5a1c4a881be4	[["我觉得晏子是一个机敏沉着、遇事从容、能言善辦的人。"]]			
0f5f977b28db4364aa7e678384d17133	[["第1自然段属于环境描写。交代背景，为下文保安驱赶父亲的原因做铺垫。"]]			
d5858582b1e544f28c52304c777c0198	[["贫穷的父来很想捡回这些空饮料瓶卖钱，但又顾忌在这样的场合下会丢女儿的面子。"]]			
7dd46050a3024a089eb483247e29f6a4	[["插叙。插入对父亲、女儿的生活经历的描写，能够突出山区学生上学的不易，从而使故事情节更加感人，同时也塑造了一个朴实、刚毅、爱护子女的农民父亲形象。"]]			
394565b53c284e12abb8e12ade49fb13	[["女儿能在人群面前叫我父亲，不嫌我贫穷，我为有这样的女儿感到骄傲。"]]			
d66314a1559047b2a9de03ba5ea933e3	[["我认为文中的女儿是一个孝顺、勤俭持家、坚强、好学的人。"]]			
04b9568a72e0481fa1f3c48c266f62ef	[["一个念头的差错 （多指引起的严重后果）。文中指小女孩由于思想上的偏差，做了错误决定，偷了书店的书。"]]			
1703f20ccf6f4fbbb740db091f79d560	[["受惊之后心神尚未平静下来，文中指小女孩在偷书被抓后，受到了惊吓，心神还没有平静下来。"]]			
fb6d00919b0140fbb5fe191f729f8963	[["一位女教师救助一个因「一念之差」而偷书的小女孩，从而改变了这个小女孩的一生。"]]			
69232e9cbb71427ab6054aade4734b93	[["第一次笑是为了减轻女孩的恐惧和愧疚感。第二次笑是为自己当初的行为改变了女孩的一生而感到欣慰。"]]			
d516ee01477e4d3daea70d1fb6fa7e4b	[["画线句表达了女孩对李老师无限的感激，女孩希望像报答母亲一样报答李老师的保护和教育之恩。"]]			
